Trade,Time
15268,6
15269,5
15270,14
15271,18
15272,42
15273,37
15274,3
15275,6
15276,4
15277,2
15278,53
15279,23
15280,193
15281,6
15282,11
15283,12
15284,12
15285,9
15286,18
15287,12
15288,65
15289,19
15290,3
15291,5
15292,169
15293,20
15294,18
15295,11
15296,12
15297,70
15298,44
15299,38
15300,15
15301,86
15302,84
15303,42
15304,9
15305,19
15306,63
15307,6
15308,13
15309,21
15310,2
15311,20
15312,18
15313,39
15314,12
15315,5
15316,13
15317,16
15318,21
15319,36
15320,12
15321,19
15322,41
15323,21
15324,64
15325,21
15326,18
15327,9
15328,6
15329,12
15330,2
15331,83
15332,76
15333,2
15334,6
15335,19
15336,12
15337,21
15338,84
15339,22
15340,2
15341,287
15342,5
15343,6
15344,27
15345,18
15346,33
15347,53
15348,20
15349,40
15350,6
15351,20
15352,19
15353,36
15354,6
15355,2
15356,21
15357,61
15358,15
15359,16
15360,3
15361,32
15362,10
15363,6
15364,17
15365,33
15366,6
15367,43
15368,20
15369,98
15370,101
15371,29
15372,50
15373,19
15374,84
15375,21
15376,3
15377,2
15378,2
15379,82
15380,25
15381,41
15382,18
15383,35
15384,6
15385,19
15386,29
15387,47
15388,32
15389,6
15390,47
15391,13
15392,83
15393,20
15394,89
15395,36
15396,40
15397,2
15398,20
15399,33
15400,25
15401,13
15402,112
15403,31
15404,47
15405,43
15406,39
15407,71
15408,9
15409,47
15410,3
15411,12
15412,11
15413,3
15414,5
15415,24
15416,20
15417,12
15418,2
15419,9
15420,21
15421,74
15422,16
15423,20
15424,12
15425,6
15426,2
15427,18
15428,22
15429,3
15430,13
15431,12
15432,13
15433,4
15434,9
15435,2
15436,2
15437,3
15438,4
15439,15
15440,6
15441,25
15442,45
15443,13
15444,36
15445,9
15446,20
15447,95
15448,2
15449,3
15450,6
15451,4
15452,45
15453,6
15454,15
15455,13
15456,55
15457,29
15458,99
15459,16
15460,21
15461,22
15462,46
15463,3
15464,35
15465,25
15466,12
15467,6
15468,14
15469,24
15470,18
15471,36
15472,11
15473,3
15474,5
15475,39
15476,18
15477,58
15478,13
15479,5
15480,18
15481,76
15482,37
15483,77
15484,50
15485,4
15486,16
15487,4
15488,26
15489,4
15490,28
15491,51
15492,9
15493,55
15494,20
15495,26
15496,5
15497,54
15498,3
15499,2
15500,16
15501,36
15502,35
15503,54
15504,18
15505,21
15506,2
15507,12
15508,2
15509,22
15510,2
15511,64
15512,11
15513,6
15514,20
15515,38
15516,20
15517,21
15518,20
15519,21
15520,21
15521,6
15522,63
15523,16
15524,5
15525,95
15526,2
15527,21
15528,33
15529,18
15530,13
15531,19
15532,16
15533,27
15534,24
15535,6
15536,26
15537,5
15538,26
15539,2
15540,3
15541,37
15542,19
15543,9
15544,2
15545,24
15546,44
15547,158
15548,21
15549,12
15550,3
15551,53
15552,6
15553,76
15554,3
15555,2
15556,34
15557,3
15558,2
15559,9
15560,6
15561,61
15562,30
15563,11
15564,49
15565,57
15566,38
15567,57
15568,3
15569,3
15570,2
15571,21
15572,3
15573,54
15574,2
15575,29
15576,3
15577,18
15578,3
15579,11
15580,4
15581,24
15582,12
15583,55
15584,29
15585,13
15586,14
15587,12
15588,5
15589,50
15590,16
15591,9
15592,12
15593,3
15594,31
15595,6
15596,6
15597,20
15598,6
15599,9
15600,34
15601,33
15602,5
15603,4
15604,24
15605,40
15606,25
15607,33
15608,6
15609,6
15610,53
15611,12
15612,2
15613,18
15614,50
15615,61
15616,20
15617,9
15618,6
15619,46
15620,4
15621,4
15622,49
15623,81
15624,13
15625,18
15626,12
15627,23
15628,26
15629,85
15630,19
15631,20
15632,49
15633,4
15634,46
15635,25
15636,45
15637,33
15638,2
15639,10
15640,3
15641,20
15642,9
15643,69
15644,10
15645,5
15646,37
15647,20
15648,2
15649,5
15650,5
15651,46
15652,21
15653,69
15654,3
15655,2
15656,18
15657,18
15658,6
15659,27
15660,40
15661,34
15662,27
15663,11
15664,2
15665,42
15666,63
15667,6
15668,26
15669,6
15670,6
15671,57
15672,2
15673,114
15674,31
15675,62
15676,6
15677,4
15678,4
15679,2
15680,102
15681,2
15682,21
15683,18
15684,6
15685,49
15686,20
15687,46
15688,3
15689,23
15690,27
15691,40
15692,57
15693,27
15694,2
15695,2
15696,3
15697,33
15698,2
15699,13
15700,54
15701,2
15702,64
15703,4
15704,39
15705,2
15706,56
15707,76
15708,6
15709,28
15710,20
15711,18
15712,68
15713,13
15714,91
15715,100
15716,45
15717,39
15718,6
15719,13
15720,27
15721,2
15722,4
15723,58
15724,6
15725,19
15726,75
15727,20
15728,26
15729,12
15730,9
15731,2
15732,55
15733,2
15734,55
15735,44
15736,4
15737,2
15738,6
15739,4
15740,25
15741,3
15742,20
15743,44
15744,32
15745,91
15746,26
15747,34
15748,40
15749,3
15750,12
15751,21
15752,19
15753,38
15754,10
15755,6
15756,20
15757,15
15758,2
15759,34
15760,19
15761,6
15762,41
15763,6
15764,170
15765,16
15766,3
15767,18
15768,10
15769,33
15770,83
15771,4
15772,46
15773,3
15774,55
15775,13
15776,4
15777,25
15778,12
15779,6
15780,20
15781,23
15782,67
15783,4
15784,53
15785,2
15786,5
15787,9
15788,4
15789,3
15790,12
15791,3
15792,5
15793,6
15794,68
15795,44
15796,18
15797,24
15798,68
15799,4
15800,13
15801,13
15802,16
15803,2
15804,43
15805,52
15806,50
15807,20
15808,6
15809,3
15810,44
15811,46
15812,3
15813,24
15814,25
15815,21
15816,71
15817,15
15818,50
15819,12
15820,6
15821,13
15822,6
15823,2
15824,30
15825,25
15826,6
15827,42
15828,58
15829,3
15830,3
15831,2
15832,37
15833,5
15834,34
15835,97
15836,25
15837,9
15838,36
15839,2
15840,39
15841,3
15842,12
15843,56
15844,3
15845,70
15846,3
15847,3
15848,15
15849,25
15850,18
15851,101
15852,20
15853,22
15854,18
15855,3
15856,18
15857,2
15858,33
15859,4
15860,69
15861,25
15862,5
15863,9
15864,37
15865,25
15866,25
15867,81
15868,9
15869,6
15870,119
15871,4
15872,10
15873,39
15874,2
15875,5
15876,9
15877,2
15878,31
15879,99
15880,15
15881,53
15882,13
15883,25
15884,34
15885,35
15886,62
15887,19
15888,4
15889,9
15890,6
15891,26
15892,5
15893,26
15894,39
15895,18
15896,21
15897,18
15898,10
15899,33
15900,20
15901,11
15902,5
15903,46
15904,13
15905,44
15906,18
15907,11
15908,15
15909,12
15910,2
15911,16
15912,12
15913,4
15914,6
15915,20
15916,22
15917,2
15918,15
15919,25
15920,3
15921,21
15922,2
15923,41
15924,6
15925,6
15926,13
15927,2
15928,19
15929,19
15930,2
15931,63
15932,39
15933,21
15934,85
15935,49
15936,12
15937,13
15938,4
15939,11
15940,6
15941,49
15942,18
15943,9
15944,87
15945,20
15946,10
15947,20
15948,12
15949,29
15950,89
15951,98
15952,68
15953,2
15954,11
15955,2
15956,11
15957,2
15958,12
15959,26
15960,20
15961,38
15962,36
15963,19
15964,299
15965,12
15966,16
15967,5
15968,16
15969,27
15970,10
15971,19
15972,27
15973,39
15974,6
15975,4
15976,3
15977,3
15978,2
15979,10
15980,45
15981,57
15982,20
15983,57
15984,3
15985,2
15986,19
15987,38
15988,70
15989,20
15990,4
15991,71
15992,27
15993,26
15994,20
15995,6
15996,3
15997,39
15998,18
15999,2
16000,6
16001,39
16002,33
16003,62
16004,47
16005,43
16006,10
16007,6
16008,37
16009,2
16010,2
16011,62
16012,18
16013,3
16014,114
16015,19
16016,6
16017,13
16018,12
16019,4
16020,18
16021,36
16022,19
16023,3
16024,76
16025,53
16026,3
16027,4
16028,37
16029,2
16030,9
16031,100
16032,58
16033,20
16034,2
16035,6
16036,50
16037,75
16038,3
16039,12
16040,13
16041,6
16042,20
16043,2
16044,95
16045,12
16046,99
16047,18
16048,3
16049,12
16050,101
16051,62
16052,6
16053,70
16054,21
16055,5
16056,6
16057,85
16058,44
16059,27
16060,3
16061,2
16062,60
16063,27
16064,4
16065,98
16066,4
16067,103
16068,20
16069,83
16070,6
16071,32
16072,12
16073,96
16074,12
16075,60
16076,54
16077,2
16078,87
16079,16
16080,39
16081,53
16082,34
16083,16
16084,38
16085,20
16086,6
16087,39
16088,93
16089,23
16090,23
16091,54
16092,49
16093,19
16094,16
16095,34
16096,39
16097,2
16098,13
16099,25
16100,27
16101,69
16102,15
16103,26
16104,53
16105,9
16106,2
16107,59
16108,16
16109,12
16110,4
16111,6
16112,26
16113,12
16114,53
16115,22
16116,23
16117,3
16118,2
16119,6
16120,11
16121,21
16122,19
16123,53
16124,12
16125,64
16126,13
16127,46
16128,20
16129,54
16130,9
16131,62
16132,4
16133,26
16134,18
16135,27
16136,9
16137,45
16138,34
16139,5
16140,2
16141,18
16142,6
16143,37
16144,9
16145,12
16146,31
16147,41
16148,11
16149,33
16150,6
16151,4
16152,72
16153,4
16154,28
16155,6
16156,15
16157,2
16158,34
16159,4
16160,9
16161,2
16162,83
16163,6
16164,12
16165,2
16166,16
16167,9
16168,3
16169,5
16170,27
16171,19
16172,40
16173,3
16174,24
16175,21
16176,83
16177,3
16178,23
16179,36
16180,13
16181,4
16182,19
16183,21
16184,18
16185,49
16186,19
16187,58
16188,18
16189,34
16190,101
16191,6
16192,13
16193,2
16194,10
16195,5
16196,49
16197,13
16198,5
16199,33
16200,4
16201,12
16202,2
16203,26
16204,43
16205,22
16206,51
16207,3
16208,58
16209,3
16210,25
16211,2
16212,22
16213,13
16214,56
16215,25
16216,6
16217,18
16218,4
16219,53
16220,26
16221,34
16222,66
16223,23
16224,18
16225,42
16226,9
16227,21
16228,16
16229,37
16230,35
16231,12
16232,2
16233,21
16234,3
16235,21
16236,53
16237,55
16238,16
16239,9
16240,9
16241,4
16242,86
16243,20
16244,55
16245,60
16246,6
16247,3
16248,13
16249,16
16250,6
16251,4
16252,113
16253,57
16254,63
16255,3
16256,80
16257,5
16258,43
16259,3
16260,2
16261,5
16262,20
16263,9
16264,68
16265,15
16266,21
16267,101
16268,25
16269,19
16270,2
16271,6
16272,45
16273,25
16274,18
16275,5
16276,4
16277,18
16278,21
16279,23
16280,19
16281,9
16282,37
16283,2
16284,23
16285,26
16286,50
16287,40
16288,18
16289,20
16290,68
16291,6
16292,37
16293,54
16294,117
16295,4
16296,19
16297,20
16298,19
16299,49
16300,63
16301,23
16302,4
16303,13
16304,85
16305,39
16306,27
16307,3
16308,24
16309,21
16310,2
16311,3
16312,33
16313,63
16314,15
16315,18
16316,4
16317,13
16318,35
16319,37
16320,2
16321,35
16322,12
16323,20
16324,6
16325,6
16326,3
16327,2
16328,20
16329,3
16330,4
16331,36
16332,26
16333,13
16334,21
16335,33
16336,33
16337,12
16338,18
16339,6
16340,12
16341,4
16342,5
16343,5
16344,34
16345,6
16346,20
16347,69
16348,69
16349,25
16350,3
16351,114
16352,3
16353,18
16354,12
16355,13
16356,47
16357,26
16358,9
16359,33
16360,90
16361,20
16362,19
16363,33
16364,21
16365,5
16366,2
16367,37
16368,58
16369,2
16370,20
16371,2
16372,58
16373,13
16374,53
16375,12
16376,11
16377,9
16378,21
16379,61
16380,4
16381,18
16382,19
16383,174
16384,27
16385,19
16386,6
16387,26
16388,2
16389,12
16390,44
16391,18
16392,2
16393,72
16394,19
16395,18
16396,33
16397,13
16398,6
16399,6
16400,10
16401,46
16402,6
16403,49
16404,6
16405,18
16406,18
16407,20
16408,25
16409,3
16410,2
16411,13
16412,13
16413,6
16414,74
16415,3
16416,4
16417,2
16418,84
16419,38
16420,20
16421,32
16422,22
16423,51
16424,2
16425,19
16426,23
16427,44
16428,18
16429,19
16430,35
16431,45
16432,6
16433,34
16434,9
16435,18
16436,13
16437,4
16438,86
16439,2
16440,12
16441,11
16442,39
16443,4
16444,36
16445,6
16446,31
16447,6
16448,27
16449,23
16450,4
16451,70
16452,2
16453,26
16454,118
16455,10
16456,2
16457,9
16458,2
16459,19
16460,11
16461,15
16462,40
16463,20
16464,10
16465,38
16466,19
16467,19
16468,72
16469,43
16470,6
16471,6
16472,56
16473,9
16474,6
16475,10
16476,21
16477,13
16478,31
16479,9
16480,27
16481,23
16482,20
16483,11
16484,18
16485,54
16486,4
16487,4
16488,27
16489,43
16490,17
16491,3
16492,27
16493,16
16494,39
16495,6
16496,18
16497,3
16498,15
16499,55
16500,2
16501,22
16502,26
16503,116
16504,2
16505,41
16506,6
16507,19
16508,56
16509,54
16510,40
16511,20
16512,18
16513,4
16514,62
16515,36
16516,4
16517,15
16518,9
16519,32
16520,93
16521,6
16522,6
16523,13
16524,12
16525,13
16526,15
16527,26
16528,23
16529,12
16530,20
16531,68
16532,5
16533,74
16534,2
16535,50
16536,6
16537,33
16538,41
16539,12
16540,2
16541,13
16542,20
16543,36
16544,9
16545,20
16546,20
16547,22
16548,16
16549,3
16550,11
16551,59
16552,9
16553,32
16554,35
16555,18
16556,46
16557,22
16558,25
16559,12
16560,94
16561,5
16562,49
16563,84
16564,17
16565,3
16566,20
16567,6
16568,3
16569,12
16570,2
16571,24
16572,6
16573,2
16574,20
16575,68
16576,20
16577,14
16578,6
16579,15
16580,2
16581,3
16582,50
16583,57
16584,27
16585,2
16586,71
16587,27
16588,12
16589,62
16590,85
16591,39
16592,9
16593,5
16594,49
16595,12
16596,70
16597,4
16598,6
16599,37
16600,13
16601,27
16602,6
16603,2
16604,53
16605,46
16606,85
16607,15
16608,46
16609,6
16610,10
16611,4
16612,37
16613,50
16614,40
16615,16
16616,5
16617,20
16618,6
16619,39
16620,28
16621,38
16622,26
16623,2
16624,13
16625,34
16626,9
16627,54
16628,49
16629,36
16630,36
16631,2
16632,18
16633,18
16634,20
16635,21
16636,25
16637,26
16638,13
16639,2
16640,4
16641,20
16642,9
16643,9
16644,33
16645,3
16646,6
16647,111
16648,23
16649,19
16650,72
16651,2
16652,53
16653,34
16654,69
16655,19
16656,38
16657,4
16658,12
16659,2
16660,12
16661,32
16662,3
16663,9
16664,6
16665,33
16666,18
16667,20
16668,101
16669,18
16670,36
16671,13
16672,76
16673,55
16674,2
16675,54
16676,16
16677,83
16678,43
16679,2
16680,42
16681,53
16682,3
16683,20
16684,93
16685,20
16686,13
16687,12
16688,10
16689,55
16690,39
16691,24
16692,39
16693,2
16694,68
16695,15
16696,9
16697,34
16698,14
16699,43
16700,13
16701,13
16702,26
16703,21
16704,46
16705,20
16706,12
16707,49
16708,13
16709,42
16710,36
16711,37
16712,4
16713,5
16714,6
16715,13
16716,29
16717,19
16718,93
16719,59
16720,12
16721,4
16722,3
16723,22
16724,39
16725,21
16726,22
16727,16
16728,3
16729,6
16730,4
16731,13
16732,25
16733,3
16734,44
16735,23
16736,5
16737,20
16738,46
16739,33
16740,4
16741,50
16742,22
16743,39
16744,20
16745,12
16746,46
16747,31
16748,21
16749,2
16750,2
16751,13
16752,4
16753,29
16754,54
16755,2
16756,2
16757,16
16758,40
16759,11
16760,9
16761,18
16762,36
16763,69
16764,13
16765,47
16766,12
16767,28
16768,6
16769,19
16770,10
16771,4
16772,26
16773,23
16774,12
16775,3
16776,6
16777,45
16778,6
16779,38
16780,9
16781,24
16782,19
16783,174
16784,13
16785,11
16786,19
16787,12
16788,89
16789,27
16790,15
16791,12
16792,3
16793,26
16794,18
16795,12
16796,13
16797,51
16798,49
16799,104
16800,6
16801,37
16802,29
16803,33
16804,9
16805,54
16806,21
16807,3
16808,20
16809,6
16810,31
16811,82
16812,3
16813,18
16814,2
16815,40
16816,27
16817,2
16818,16
16819,5
16820,20
16821,6
16822,21
16823,26
16824,20
16825,18
16826,70
16827,73
16828,19
16829,49
16830,9
16831,59
16832,56
16833,26
16834,40
16835,62
16836,33
16837,2
16838,115
16839,2
16840,12
16841,20
16842,5
16843,13
16844,6
16845,19
16846,34
16847,24
16848,5
16849,93
16850,61
16851,34
16852,34
16853,57
16854,18
16855,15
16856,172
16857,33
16858,70
16859,46
16860,9
16861,9
16862,11
16863,5
16864,22
16865,2
16866,3
16867,33
16868,31
16869,11
16870,20
16871,6
16872,34
16873,5
16874,4
16875,9
16876,3
16877,23
16878,6
16879,14
16880,54
16881,19
16882,3
16883,3
16884,6
16885,18
16886,25
16887,23
16888,5
16889,10
16890,35
16891,23
16892,14
16893,20
16894,19
16895,13
16896,57
16897,21
16898,12
16899,21
16900,52
16901,13
16902,18
16903,20
16904,13
16905,9
16906,12
16907,2
16908,4
16909,2
16910,3
16911,10
16912,65
16913,12
16914,18
16915,98
16916,70
16917,56
16918,4
16919,6
16920,2
16921,3
16922,6
16923,58
16924,3
16925,20
16926,71
16927,18
16928,96
16929,6
16930,36
16931,22
16932,2
16933,2
16934,18
16935,44
16936,2
16937,39
16938,82
16939,9
16940,12
16941,90
16942,64
16943,34
16944,40
16945,12
16946,46
16947,9
16948,9
16949,16
16950,3
16951,27
16952,289
16953,4
16954,9
16955,38
16956,3
16957,3
16958,13
16959,3
16960,5
16961,6
16962,40
16963,46
16964,2
16965,3
16966,2
16967,5
16968,56
16969,6
16970,2
16971,12
16972,32
16973,18
16974,15
16975,11
16976,27
16977,6
16978,45
16979,18
16980,20
16981,38
16982,5
16983,64
16984,9
16985,67
16986,19
16987,6
16988,28
16989,59
16990,67
16991,19
16992,2
16993,40
16994,9
16995,71
16996,4
16997,73
16998,12
16999,25
17000,6
17001,2
17002,6
17003,22
17004,50
17005,23
17006,6
17007,19
17008,35
17009,37
17010,2
17011,20
17012,112
17013,6
17014,170
17015,4
17016,60
17017,19
17018,9
17019,29
17020,11
17021,14
17022,36
17023,118
17024,41
17025,36
17026,22
17027,60
17028,38
17029,2
17030,13
17031,12
17032,21
17033,39
17034,71
17035,6
17036,21
17037,20
17038,18
17039,57
17040,2
17041,89
17042,11
17043,42
17044,46
17045,29
17046,9
17047,75
17048,4
17049,101
17050,46
17051,28
17052,35
17053,2
17054,4
17055,26
17056,36
17057,34
17058,36
17059,4
17060,20
17061,24
17062,15
17063,83
17064,4
17065,16
17066,6
17067,6
17068,15
17069,25
17070,15
17071,6
17072,43
17073,3
17074,20
17075,13
17076,2
17077,6
17078,6
17079,3
17080,46
17081,12
17082,4
17083,18
17084,3
17085,12
17086,33
17087,69
17088,59
17089,20
17090,20
17091,6
17092,3
17093,42
17094,76
17095,18
17096,32
17097,6
17098,19
17099,5
17100,25
17101,21
17102,20
17103,54
17104,19
17105,17
17106,71
17107,16
17108,85
17109,2
17110,77
17111,6
17112,75
17113,20
17114,27
17115,27
17116,29
17117,2
17118,16
17119,12
17120,2
17121,4
17122,14
17123,12
17124,25
17125,20
17126,38
17127,10
17128,33
17129,42
17130,53
17131,28
17132,9
17133,19
17134,58
17135,6
17136,4
17137,9
17138,11
17139,3
17140,45
17141,21
17142,18
17143,20
17144,5
17145,2
17146,16
17147,12
17148,2
17149,19
17150,6
17151,20
17152,2
17153,18
17154,13
17155,33
17156,22
17157,12
17158,25
17159,13
17160,40
17161,9
17162,3
17163,11
17164,20
17165,15
17166,12
17167,12
17168,71
17169,19
17170,47
17171,21
17172,6
17173,26
17174,20
17175,2
17176,36
17177,45
17178,6
17179,50
17180,21
17181,21
17182,13
17183,20
17184,20
17185,20
17186,6
17187,4
17188,73
17189,4
17190,21
17191,12
17192,25
17193,6
17194,3
17195,39
17196,19
17197,5
17198,20
17199,62
17200,19
17201,69
17202,5
17203,25
17204,3
17205,18
17206,6
17207,27
17208,25
17209,6
17210,50
17211,11
17212,118
17213,25
17214,6
17215,16
17216,55
17217,6
17218,6
17219,40
17220,13
17221,12
17222,25
17223,88
17224,32
17225,44
17226,12
17227,9
17228,29
17229,55
17230,2
17231,12
17232,2
17233,2
17234,2
17235,31
17236,22
17237,45
17238,4
17239,9
17240,36
17241,91
17242,46
17243,17
17244,17
17245,53
17246,5
17247,34
17248,21
17249,18
17250,119
17251,3
17252,5
17253,6
17254,6
17255,38
17256,100
17257,16
17258,41
17259,19
17260,6
17261,14
17262,4
17263,19
17264,13
17265,20
17266,36
17267,55
17268,35
17269,19
17270,6
17271,2
17272,25
17273,6
17274,2
17275,4
17276,5
17277,19
17278,6
17279,6
17280,5
17281,28
17282,118
17283,9
17284,18
17285,16
17286,20
17287,6
17288,2
17289,18
17290,16
17291,21
17292,24
17293,18
17294,6
17295,38
17296,5
17297,19
17298,59
17299,6
17300,16
17301,15
17302,3
17303,57
17304,37
17305,42
17306,6
17307,33
17308,54
17309,10
17310,12
17311,2
17312,26
17313,31
17314,4
17315,17
17316,80
17317,40
17318,11
17319,40
17320,20
17321,9
17322,83
17323,32
17324,6
17325,20
17326,12
17327,6
17328,64
17329,19
17330,52
17331,19
17332,18
17333,6
17334,32
17335,54
17336,11
17337,19
17338,21
17339,18
17340,13
17341,12
17342,13
17343,39
17344,21
17345,3
17346,6
17347,20
17348,3
17349,59
17350,6
17351,68
17352,2
17353,18
17354,24
17355,23
17356,2
17357,6
17358,18
17359,36
17360,19
17361,45
17362,32
17363,14
17364,23
17365,18
17366,19
17367,11
17368,19
17369,12
17370,46
17371,5
17372,13
17373,11
17374,18
17375,21
17376,21
17377,50
17378,38
17379,40
17380,4
17381,16
17382,19
17383,5
17384,14
17385,21
17386,18
17387,29
17388,32
17389,118
17390,6
17391,20
17392,23
17393,20
17394,25
17395,6
17396,122
17397,83
17398,12
17399,13
17400,11
17401,11
17402,62
17403,9
17404,21
17405,59
17406,92
17407,116
17408,55
17409,2
17410,6
17411,33
17412,27
17413,2
17414,79
17415,32
17416,21
17417,50
17418,5
17419,115
17420,18
17421,12
17422,34
17423,16
17424,25
17425,6
17426,13
17427,6
17428,5
17429,3
17430,28
17431,42
17432,36
17433,11
17434,3
17435,37
17436,13
17437,3
17438,6
17439,20
17440,2
17441,2
17442,26
17443,51
17444,70
17445,14
17446,42
17447,18
17448,44
17449,25
17450,3
17451,21
17452,25
17453,19
17454,26
17455,4
17456,19
17457,3
17458,16
17459,75
17460,38
17461,2
17462,18
17463,36
17464,41
17465,53
17466,54
17467,42
17468,33
17469,28
17470,36
17471,4
17472,25
17473,25
17474,2
17475,41
17476,9
17477,3
17478,12
17479,69
17480,12
17481,6
17482,4
17483,21
17484,126
17485,3
17486,27
17487,49
17488,29
17489,6
17490,29
17491,9
17492,20
17493,65
17494,18
17495,62
17496,33
17497,48
17498,6
17499,12
17500,18
17501,21
17502,20
17503,61
17504,27
17505,54
17506,98
17507,21
17508,21
17509,6
17510,6
17511,16
17512,19
17513,43
17514,82
17515,96
17516,40
17517,15
17518,12
17519,11
17520,90
17521,2
17522,3
17523,18
17524,82
17525,11
17526,21
17527,6
17528,6
17529,25
17530,25
17531,4
17532,2
17533,10
17534,12
17535,3
17536,115
17537,16
17538,12
17539,13
17540,32
17541,27
17542,36
17543,21
17544,13
17545,5
17546,6
17547,20
17548,12
17549,41
17550,19
17551,9
17552,4
17553,25
17554,28
17555,2
17556,16
17557,48
17558,15
17559,26
17560,3
17561,24
17562,3
17563,15
17564,90
17565,24
17566,23
17567,115
17568,89
17569,4
17570,59
17571,35
17572,13
17573,24
17574,33
17575,28
17576,20
17577,59
17578,13
17579,15
17580,3
17581,45
17582,32
17583,27
17584,23
17585,67
17586,46
17587,4
17588,12
17589,2
17590,2
17591,12
17592,40
17593,11
17594,38
17595,9
17596,26
17597,6
17598,50
17599,18
17600,65
17601,21
17602,42
17603,13
17604,92
17605,22
17606,56
17607,51
17608,4
17609,2
17610,13
17611,22
17612,72
17613,28
17614,161
17615,26
17616,64
17617,15
17618,38
17619,5
17620,45
17621,36
17622,3
17623,18
17624,102
17625,11
17626,41
17627,6
17628,22
17629,68
17630,3
17631,12
17632,25
17633,34
17634,6
17635,29
17636,26
17637,46
17638,101
17639,3
17640,71
17641,2
17642,4
17643,40
17644,5
17645,6
17646,6
17647,44
17648,15
17649,2
17650,6
17651,20
17652,12
17653,28
17654,18
17655,53
17656,9
17657,6
17658,20
17659,13
17660,5
17661,6
17662,34
17663,90
17664,18
17665,54
17666,69
17667,13
17668,12
17669,3
17670,29
17671,16
17672,2
17673,9
17674,6
17675,2
17676,13
17677,2
17678,3
17679,12
17680,38
17681,116
17682,94
17683,4
17684,2
17685,6
17686,39
17687,32
17688,18
17689,49
17690,53
17691,3
17692,18
17693,23
17694,6
17695,28
17696,101
17697,340
17698,18
17699,3
17700,68
17701,40
17702,4
17703,22
17704,6
17705,12
17706,9
17707,6
17708,86
17709,9
17710,22
17711,66
17712,23
17713,15
17714,54
17715,13
17716,52
17717,12
17718,4
17719,76
17720,21
17721,50
17722,58
17723,36
17724,2
17725,20
17726,17
17727,25
17728,34
17729,2
17730,20
17731,12
17732,6
17733,6
17734,20
17735,55
17736,3
17737,49
17738,18
17739,62
17740,60
17741,2
17742,52
17743,2
17744,16
17745,22
17746,70
17747,43
17748,69
17749,25
17750,21
17751,11
17752,24
17753,2
17754,6
17755,18
17756,36
17757,5
17758,13
17759,6
17760,24
17761,54
17762,6
17763,62
17764,6
17765,12
17766,42
17767,17
17768,53
17769,5
17770,16
17771,37
17772,25
17773,11
17774,4
17775,33
17776,48
17777,33
17778,3
17779,18
17780,69
17781,2
17782,42
17783,13
17784,90
17785,3
17786,3
17787,20
17788,2
17789,19
17790,13
17791,6
17792,72
17793,9
17794,28
17795,18
17796,5
17797,3
17798,12
17799,60
17800,27
17801,29
17802,37
17803,41
17804,55
17805,3
17806,14
17807,25
17808,9
17809,25
17810,32
17811,3
17812,33
17813,47
17814,15
17815,6
17816,34
17817,20
17818,119
17819,6
17820,55
17821,36
17822,2
17823,101
17824,9
17825,19
17826,92
17827,12
17828,82
17829,12
17830,6
17831,35
17832,6
17833,3
17834,37
17835,31
17836,69
17837,63
17838,18
17839,10
17840,95
17841,6
17842,59
17843,13
17844,15
17845,62
17846,5
17847,19
17848,40
17849,97
17850,29
17851,6
17852,6
17853,3
17854,16
17855,13
17856,58
17857,39
17858,45
17859,6
17860,6
17861,18
17862,86
17863,6
17864,4
17865,11
17866,12
17867,101
17868,20
17869,3
17870,88
17871,22
17872,4
17873,13
17874,29
17875,191
17876,32
17877,4
17878,2
17879,56
17880,92
17881,58
17882,36
17883,18
17884,59
17885,2
17886,2
17887,38
17888,63
17889,9
17890,3
17891,5
17892,39
17893,4
17894,6
17895,18
17896,6
17897,42
17898,4
17899,6
17900,3
17901,3
17902,18
17903,19
17904,4
17905,2
17906,31
17907,34
17908,5
17909,10
17910,12
17911,4
17912,11
17913,22
17914,9
17915,20
17916,55
17917,91
17918,13
17919,12
17920,21
17921,6
17922,5
17923,12
17924,116
17925,4
17926,62
17927,6
17928,13
17929,23
17930,18
17931,3
17932,15
17933,6
17934,22
17935,13
17936,14
17937,2
17938,17
17939,74
17940,97
17941,12
17942,5
17943,60
17944,69
17945,21
17946,24
17947,20
17948,4
17949,4
17950,18
17951,75
17952,71
17953,2
17954,2
17955,17
17956,13
17957,70
17958,10
17959,2
17960,26
17961,2
17962,40
17963,39
17964,92
17965,36
17966,32
17967,16
17968,9
17969,55
17970,31
17971,3
17972,13
17973,11
17974,47
17975,57
17976,12
17977,34
17978,22
17979,16
17980,26
17981,4
17982,13
17983,11
17984,21
17985,66
17986,3
17987,17
17988,12
17989,34
17990,6
17991,4
17992,20
17993,6
17994,29
17995,6
17996,53
17997,93
17998,13
17999,45
18000,9
18001,12
18002,12
18003,11
18004,60
18005,9
18006,41
18007,19
18008,32
18009,71
18010,25
18011,38
18012,4
18013,12
18014,68
18015,92
18016,47
18017,90
18018,83
18019,12
18020,20
18021,13
18022,3
18023,12
18024,12
18025,37
18026,6
18027,26
18028,75
18029,71
18030,71
18031,54
18032,23
18033,5
18034,9
18035,39
18036,46
18037,9
18038,3
18039,21
18040,40
18041,3
18042,3
18043,6
18044,20
18045,4
18046,68
18047,6
18048,2
18049,9
18050,2
18051,10
18052,20
18053,20
18054,23
18055,2
18056,94
18057,6
18058,63
18059,20
18060,53
18061,12
18062,41
18063,10
18064,2
18065,25
